Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Rent,BHK
1,0,0,Unfurnished,928,26000.00,2
1,0,0,Unfurnished,1200,25000.00,3
0,1,0,Semi-Furnished,900,34000.00,2
0,0,1,Furnished,650,12000.00,1
1,0,0,Unfurnished,800,24000.00,2
0,1,0,Semi-Furnished,800,26000.00,2
0,0,1,Furnished,700,26000.00,2
1,0,0,Unfurnished,457,16000.00,1
0,1,0,Semi-Furnished,925,21000.00,2
1,0,0,Unfurnished,850,24000.00,2
0,0,1,Furnished,644,10000.00,1
1,0,0,Unfurnished,980,35000.00,2
0,1,0,Semi-Furnished,850,24000.00,2
0,0,1,Furnished,660,10000.00,1
1,0,0,Unfurnished,600,15500.00,1
0,0,1,Furnished,900,27000.00,2
1,0,0,Unfurnished,451,25000.00,1
0,0,1,Furnished,950,24900.00,2
0,1,0,Semi-Furnished,450,9300.00,2
0,1,0,Semi-Furnished,867,32000.00,2
1,0,0,Unfurnished,550,21000.00,2
1,0,0,Unfurnished,600,24000.00,1
0,1,0,Semi-Furnished,1050,36000.00,3
0,0,1,Furnished,650,10000.00,1
1,0,0,Unfurnished,800,20000.00,2
0,1,0,Semi-Furnished,950,35000.00,2
0,1,0,Semi-Furnished,1050,30000.00,2
1,0,0,Unfurnished,800,19100.00,2
0,1,0,Semi-Furnished,450,6500.00,1
0,0,1,Furnished,689,10000.00,1
0,1,0,Semi-Furnished,573,25000.00,2
1,0,0,Unfurnished,850,19000.00,2
1,0,0,Unfurnished,430,16000.00,1
1,0,0,Unfurnished,500,19000.00,1
0,0,1,Furnished,650,10800.00,1
1,0,0,Unfurnished,1100,25001.00,2
1,0,0,Unfurnished,650,20000.00,2
0,1,0,Semi-Furnished,820,30000.00,2
1,0,0,Unfurnished,1200,25000.00,2
1,0,0,Unfurnished,650,20000.00,2
0,1,0,Semi-Furnished,740,22000.00,2
0,0,1,Furnished,835,36999.00,2
0,0,1,Furnished,200,15000.00,1
1,0,0,Unfurnished,450,17100.00,1
1,0,0,Unfurnished,450,16500.00,1
0,1,0,Semi-Furnished,500,18000.00,1
0,1,0,Semi-Furnished,500,18000.00,1
1,0,0,Unfurnished,700,25000.00,2
0,0,1,Furnished,1530,47000.00,3
1,0,0,Unfurnished,550,18600.00,2
0,0,1,Furnished,1200,35000.00,3
0,0,1,Furnished,1876,40000.00,3
1,0,0,Unfurnished,450,16200.00,1
1,0,0,Unfurnished,318,7500.00,1
0,1,0,Semi-Furnished,450,8800.00,2
0,1,0,Semi-Furnished,450,8900.00,2
0,1,0,Semi-Furnished,1000,17700.00,2
1,0,0,Unfurnished,700,25000.00,2
0,0,1,Furnished,900,32000.00,3
1,0,0,Unfurnished,450,20500.00,1
1,0,0,Unfurnished,745,23000.00,2
1,0,0,Unfurnished,1250,25000.00,2
0,0,1,Furnished,750,13700.00,1
0,0,1,Furnished,650,10000.00,1
1,0,0,Unfurnished,1112,28000.00,2
0,0,1,Furnished,644,10000.00,1
1,0,0,Unfurnished,650,22000.00,2
1,0,0,Unfurnished,980,10000.00,2
1,0,0,Unfurnished,1200,25000.00,3
1,0,0,Unfurnished,1107,45000.00,3
1,0,0,Unfurnished,400,18900.00,1
0,0,1,Furnished,510,31000.00,1
0,1,0,Semi-Furnished,1017,20000.00,2
1,0,0,Unfurnished,700,18000.00,2
0,1,0,Semi-Furnished,440,21500.00,1
0,1,0,Semi-Furnished,1053,20000.00,3
1,0,0,Unfurnished,700,23000.00,2
0,0,1,Furnished,950,40000.00,2
0,1,0,Semi-Furnished,850,17000.00,2
0,0,1,Furnished,778,28000.00,2
0,0,1,Furnished,737,28100.00,2
0,0,1,Furnished,738,28000.00,2
0,1,0,Semi-Furnished,685,23000.00,2
0,1,0,Semi-Furnished,230,6000.00,1
0,1,0,Semi-Furnished,230,6100.00,1
0,1,0,Semi-Furnished,230,6500.00,1
0,1,0,Semi-Furnished,580,11000.00,3
1,0,0,Unfurnished,900,22000.00,2
0,1,0,Semi-Furnished,1339,38000.00,3
0,0,1,Furnished,1445,35000.00,3
0,1,0,Semi-Furnished,420,9100.00,2
0,1,0,Semi-Furnished,420,9200.00,2
0,0,1,Furnished,420,13000.00,2
0,1,0,Semi-Furnished,315,7000.00,1
0,0,1,Furnished,800,25000.00,2
0,1,0,Semi-Furnished,320,7100.00,1
0,1,0,Semi-Furnished,315,7200.00,1
1,0,0,Unfurnished,1200,38000.00,3
1,0,0,Unfurnished,800,21000.00,2
0,1,0,Semi-Furnished,580,11200.00,3
0,1,0,Semi-Furnished,580,11500.00,3
0,0,1,Furnished,1118,30000.00,2
0,0,1,Furnished,900,21000.00,2
0,1,0,Semi-Furnished,980,30000.00,2
0,1,0,Semi-Furnished,1180,42000.00,3
0,1,0,Semi-Furnished,453,16003.00,1
0,1,0,Semi-Furnished,940,30000.00,2
1,0,0,Unfurnished,451,18000.00,1
1,0,0,Unfurnished,1500,26000.00,3
1,0,0,Unfurnished,560,27000.00,2
0,0,1,Furnished,650,10000.00,1
1,0,0,Unfurnished,450,14000.00,1
0,0,1,Furnished,800,32000.00,2
0,1,0,Semi-Furnished,440,21000.00,1
0,0,1,Furnished,820,27000.00,2
1,0,0,Unfurnished,451,16000.00,1
0,0,1,Furnished,750,15000.00,1
0,0,1,Furnished,980,36000.00,3
0,0,1,Furnished,700,30000.00,2
1,0,0,Unfurnished,950,30000.00,2
0,0,1,Furnished,550,26000.00,1
0,0,1,Furnished,850,34000.00,2
0,0,1,Furnished,750,12000.00,1
1,0,0,Unfurnished,940,29000.00,2
1,0,0,Unfurnished,940,29000.00,2
1,0,0,Unfurnished,430,20000.00,1
1,0,0,Unfurnished,823,22000.00,2
0,0,1,Furnished,712,20000.00,2
0,0,1,Furnished,500,23000.00,1
0,1,0,Semi-Furnished,730,24000.00,2
0,0,1,Furnished,1265,30000.00,3
0,1,0,Semi-Furnished,1000,32000.00,3
0,0,1,Furnished,1000,37000.00,2
0,1,0,Semi-Furnished,800,23000.00,2
0,0,1,Furnished,360,28000.00,1
1,0,0,Unfurnished,410,17000.00,1
0,0,1,Furnished,850,30000.00,2
0,1,0,Semi-Furnished,1385,35000.00,3
0,0,1,Furnished,440,24000.00,1
1,0,0,Unfurnished,850,32000.00,2
0,0,1,Furnished,878,36000.00,3
0,1,0,Semi-Furnished,500,21000.00,1
1,0,0,Unfurnished,780,28000.00,1
0,0,1,Furnished,791,29000.00,2
1,0,0,Unfurnished,1050,25000.00,3
1,0,0,Unfurnished,630,20000.00,2
0,1,0,Semi-Furnished,749,26000.00,2
1,0,0,Unfurnished,750,27000.00,2
0,0,1,Furnished,950,30000.00,2
0,1,0,Semi-Furnished,450,17500.00,1
1,0,0,Unfurnished,1200,24800.00,3
1,0,0,Unfurnished,1250,37000.00,3
1,0,0,Unfurnished,800,19500.00,2
0,0,1,Furnished,738,26000.00,2
1,0,0,Unfurnished,830,22000.00,2
1,0,0,Unfurnished,800,25000.00,2
1,0,0,Unfurnished,800,24000.00,2
1,0,0,Unfurnished,1500,42000.00,3
0,1,0,Semi-Furnished,950,14000.00,2
1,0,0,Unfurnished,460,20000.00,1
1,0,0,Unfurnished,1000,24000.00,2
1,0,0,Unfurnished,480,25000.00,1
1,0,0,Unfurnished,725,30000.00,2
0,0,1,Furnished,2200,70000.00,4
1,0,0,Unfurnished,480,8100.00,1
1,0,0,Unfurnished,951,29000.00,2
1,0,0,Unfurnished,2150,40000.00,4
0,1,0,Semi-Furnished,1050,32000.00,3
0,1,0,Semi-Furnished,951,29000.00,2
0,1,0,Semi-Furnished,724,30500.00,2
0,1,0,Semi-Furnished,800,22000.00,2
1,0,0,Unfurnished,910,24000.00,2
0,0,1,Furnished,740,28000.00,2
0,1,0,Semi-Furnished,800,22000.00,2
1,0,0,Unfurnished,500,8500.00,1
1,0,0,Unfurnished,1100,18500.00,2
1,0,0,Unfurnished,750,24000.00,1
0,0,1,Furnished,1000,35000.00,2
0,0,1,Furnished,1200,50000.00,3
1,0,0,Unfurnished,950,25000.00,1
1,0,0,Unfurnished,500,11000.00,1
0,1,0,Semi-Furnished,750,20000.00,2
0,1,0,Semi-Furnished,780,26000.00,2
0,0,1,Furnished,440,25000.00,1
0,1,0,Semi-Furnished,950,22000.00,2
0,1,0,Semi-Furnished,916,21000.00,2
0,1,0,Semi-Furnished,844,21000.00,2
0,1,0,Semi-Furnished,830,26000.00,2
1,0,0,Unfurnished,1488,35000.00,3
1,0,0,Unfurnished,850,7500.00,1
0,0,1,Furnished,800,15000.00,1
0,1,0,Semi-Furnished,900,25000.00,2
1,0,0,Unfurnished,720,26500.00,2
1,0,0,Unfurnished,451,15999.00,1
0,1,0,Semi-Furnished,930,32000.00,2
1,0,0,Unfurnished,590,20000.00,1
0,0,1,Furnished,750,15000.00,1
1,0,0,Unfurnished,500,10500.00,1
0,1,0,Semi-Furnished,850,29000.00,2
0,0,1,Furnished,1000,25000.00,2
1,0,0,Unfurnished,750,21000.00,2
0,0,1,Furnished,950,27000.00,2
1,0,0,Unfurnished,700,23000.00,2
1,0,0,Unfurnished,502,24000.00,1
1,0,0,Unfurnished,584,23000.00,2
0,1,0,Semi-Furnished,1167,37000.00,3
1,0,0,Unfurnished,950,14400.00,2
1,0,0,Unfurnished,800,20000.00,2
1,0,0,Unfurnished,650,20000.00,2
0,1,0,Semi-Furnished,650,10500.00,1
1,0,0,Unfurnished,720,15500.00,2
1,0,0,Unfurnished,740,22000.00,2
0,0,1,Furnished,750,18500.00,1
0,0,1,Furnished,774,33000.00,2
1,0,0,Unfurnished,680,23000.00,2
1,0,0,Unfurnished,960,10000.00,2
0,0,1,Furnished,750,15000.00,1
0,1,0,Semi-Furnished,900,23000.00,2
1,0,0,Unfurnished,1380,38000.00,3
0,0,1,Furnished,900,29000.00,2
0,1,0,Semi-Furnished,350,19000.00,1
1,0,0,Unfurnished,1200,26000.00,3
0,1,0,Semi-Furnished,851,27000.00,2
1,0,0,Unfurnished,500,24000.00,1
1,0,0,Unfurnished,653,17900.00,2
0,1,0,Semi-Furnished,1170,27000.00,3
0,1,0,Semi-Furnished,890,20000.00,2
0,1,0,Semi-Furnished,580,10000.00,1
1,0,0,Unfurnished,750,26000.00,2
0,0,1,Furnished,950,32000.00,2
0,1,0,Semi-Furnished,815,22000.00,2
1,0,0,Unfurnished,900,22000.00,2
1,0,0,Unfurnished,850,25000.00,2
1,0,0,Unfurnished,650,20700.00,2
0,0,1,Furnished,684,26900.00,2
0,1,0,Semi-Furnished,831,20002.00,2
1,0,0,Unfurnished,1150,20000.00,2
0,1,0,Semi-Furnished,831,23000.00,2
1,0,0,Unfurnished,901,22001.00,2
0,1,0,Semi-Furnished,420,9000.00,2
1,0,0,Unfurnished,750,23000.00,2
0,1,0,Semi-Furnished,800,25000.00,2
1,0,0,Unfurnished,495,23000.00,1
1,0,0,Unfurnished,1030,30000.00,2
1,0,0,Unfurnished,495,22000.00,1
0,1,0,Semi-Furnished,710,11000.00,1
1,0,0,Unfurnished,460,18000.00,1
0,0,1,Furnished,970,35000.00,2
1,0,0,Unfurnished,1000,15000.00,2
0,1,0,Semi-Furnished,940,26000.00,2
1,0,0,Unfurnished,800,35000.00,2
1,0,0,Unfurnished,855,30000.00,3
0,1,0,Semi-Furnished,629,25000.00,2
0,0,1,Furnished,457,22001.00,1
0,0,1,Furnished,850,33000.00,2
0,1,0,Semi-Furnished,940,28000.00,2
0,1,0,Semi-Furnished,720,27000.00,2
1,0,0,Unfurnished,502,25000.00,1
1,0,0,Unfurnished,970,32000.00,3
1,0,0,Unfurnished,1150,22000.00,3
0,1,0,Semi-Furnished,700,25000.00,2
0,1,0,Semi-Furnished,730,34500.00,2
1,0,0,Unfurnished,1331,37000.00,3
1,0,0,Unfurnished,750,20000.00,2
0,0,1,Furnished,650,13000.00,1
0,0,1,Furnished,500,30000.00,1
1,0,0,Unfurnished,950,25000.00,2
0,0,1,Furnished,900,28000.00,2
1,0,0,Unfurnished,855,21000.00,2
0,0,1,Furnished,1070,30000.00,2
0,0,1,Furnished,730,14100.00,1
0,0,1,Furnished,950,30000.00,2
0,0,1,Furnished,650,10000.00,1
0,0,1,Furnished,920,29000.00,2
0,0,1,Furnished,700,37000.00,2
1,0,0,Unfurnished,505,15000.00,1
1,0,0,Unfurnished,751,25000.00,2
1,0,0,Unfurnished,750,21000.00,2
0,0,1,Furnished,870,28000.00,2
1,0,0,Unfurnished,751,24000.00,2
1,0,0,Unfurnished,798,22000.00,2
1,0,0,Unfurnished,751,26000.00,2
0,0,1,Furnished,644,10000.00,1
0,0,1,Furnished,450,22000.00,1
1,0,0,Unfurnished,1112,21800.00,2
1,0,0,Unfurnished,756,20000.00,2
0,0,1,Furnished,1000,40000.00,3
1,0,0,Unfurnished,1039,14100.00,2
0,1,0,Semi-Furnished,700,20000.00,2
0,1,0,Semi-Furnished,1200,37000.00,3
1,0,0,Unfurnished,700,20000.00,2
0,1,0,Semi-Furnished,1156,22000.00,2
1,0,0,Unfurnished,1100,25000.00,3
0,0,1,Furnished,345,12000.00,1
1,0,0,Unfurnished,1000,15000.00,2
0,0,1,Furnished,480,20000.00,2
0,1,0,Semi-Furnished,855,23700.00,2
0,1,0,Semi-Furnished,816,24000.00,2
1,0,0,Unfurnished,730,22000.00,2
0,1,0,Semi-Furnished,750,23000.00,2
0,1,0,Semi-Furnished,1200,30000.00,2
1,0,0,Unfurnished,800,23000.00,2
1,0,0,Unfurnished,800,50000.00,2
1,0,0,Unfurnished,440,21000.00,1
0,0,1,Furnished,2400,90000.00,5
0,1,0,Semi-Furnished,550,25000.00,2
0,0,1,Furnished,700,30000.00,2
1,0,0,Unfurnished,850,22000.00,2
1,0,0,Unfurnished,813,23000.00,2
1,0,0,Unfurnished,850,30000.00,2
1,0,0,Unfurnished,750,25000.00,2
1,0,0,Unfurnished,800,22000.00,2
1,0,0,Unfurnished,750,24000.00,2
1,0,0,Unfurnished,1100,28000.00,3
0,0,1,Furnished,940,35000.00,2
0,1,0,Semi-Furnished,721,24000.00,2
1,0,0,Unfurnished,750,25000.00,2
0,0,1,Furnished,439,24500.00,1
1,0,0,Unfurnished,1330,35000.00,3
0,1,0,Semi-Furnished,1500,30000.00,3
1,0,0,Unfurnished,1150,45000.00,3
0,0,1,Furnished,225,7000.00,1
1,0,0,Unfurnished,867,35000.00,2
1,0,0,Unfurnished,1250,26000.00,3
1,0,0,Unfurnished,500,15000.00,1
0,1,0,Semi-Furnished,900,26000.00,2
0,0,1,Furnished,650,10000.00,1
0,1,0,Semi-Furnished,700,25000.00,2
0,0,1,Furnished,800,24800.00,2
0,1,0,Semi-Furnished,680,28000.00,2
0,1,0,Semi-Furnished,450,15000.00,1
1,0,0,Unfurnished,484,15000.00,1
1,0,0,Unfurnished,900,25000.00,2
0,0,1,Furnished,820,25000.00,2
0,1,0,Semi-Furnished,657,23000.00,2
1,0,0,Unfurnished,1118,30000.00,2
1,0,0,Unfurnished,500,25000.00,2
0,0,1,Furnished,650,15000.00,1
0,0,1,Furnished,950,20000.00,2
1,0,0,Unfurnished,1250,30000.00,3
1,0,0,Unfurnished,750,21000.00,2
0,1,0,Semi-Furnished,760,26900.00,2
1,0,0,Unfurnished,571,10000.00,3
1,0,0,Unfurnished,900,30000.00,2
1,0,0,Unfurnished,750,21500.00,2
1,0,0,Unfurnished,700,16000.00,1
1,0,0,Unfurnished,678,36000.00,2
1,0,0,Unfurnished,863,20000.00,2
0,0,1,Furnished,1050,36000.00,3
0,0,1,Furnished,1400,13500.00,3
1,0,0,Unfurnished,752,28000.00,3
0,0,1,Furnished,700,30000.00,2
0,0,1,Furnished,1050,35000.00,3
0,0,1,Furnished,445,25000.00,1
0,0,1,Furnished,650,10000.00,1
1,0,0,Unfurnished,750,25000.00,2
0,0,1,Furnished,1118,31000.00,2
0,0,1,Furnished,650,15000.00,1
1,0,0,Unfurnished,1250,27001.00,3
0,0,1,Furnished,650,10000.00,1
1,0,0,Unfurnished,650,20000.00,2
1,0,0,Unfurnished,830,20000.00,2
0,1,0,Semi-Furnished,500,25000.00,2
0,1,0,Semi-Furnished,1000,45000.00,3
0,0,1,Furnished,950,35000.00,3
0,0,1,Furnished,720,30000.00,2
0,0,1,Furnished,898,35000.00,2
1,0,0,Unfurnished,419,9000.00,2
0,0,1,Furnished,830,27000.00,2
0,1,0,Semi-Furnished,1284,45000.00,3
0,0,1,Furnished,750,35000.00,2
0,1,0,Semi-Furnished,700,25000.00,2
0,0,1,Furnished,710,32000.00,2
0,1,0,Semi-Furnished,900,28000.00,2
0,1,0,Semi-Furnished,1780,45000.00,3
0,0,1,Furnished,650,27100.00,2
1,0,0,Unfurnished,940,10500.00,2
1,0,0,Unfurnished,650,19000.00,2
0,0,1,Furnished,510,30000.00,1
1,0,0,Unfurnished,650,20000.00,2
1,0,0,Unfurnished,900,30000.00,2
0,1,0,Semi-Furnished,650,20000.00,2
0,0,1,Furnished,1335,38000.00,2
0,1,0,Semi-Furnished,700,19800.00,2
1,0,0,Unfurnished,700,21500.00,2
1,0,0,Unfurnished,430,18000.00,1
1,0,0,Unfurnished,1180,35000.00,3
0,1,0,Semi-Furnished,850,24000.00,2
1,0,0,Unfurnished,952,19700.00,2
1,0,0,Unfurnished,1105,22000.00,3
0,0,1,Furnished,650,27000.00,2
0,0,1,Furnished,580,18100.00,1
1,0,0,Unfurnished,700,16000.00,1
0,0,1,Furnished,1200,35000.00,3
1,0,0,Unfurnished,900,24000.00,2
0,0,1,Furnished,990,36000.00,2
0,0,1,Furnished,750,12000.00,1
1,0,0,Unfurnished,576,25000.00,2
0,0,1,Furnished,689,10200.00,1
1,0,0,Unfurnished,750,24000.00,2
0,0,1,Furnished,750,12000.00,1
1,0,0,Unfurnished,850,24000.00,2
0,0,1,Furnished,850,30000.00,2
0,1,0,Semi-Furnished,910,22000.00,2
1,0,0,Unfurnished,900,19000.00,2
0,0,1,Furnished,750,10700.00,1
1,0,0,Unfurnished,667,20000.00,2
0,1,0,Semi-Furnished,555,25000.00,1
0,1,0,Semi-Furnished,550,25099.00,1
0,1,0,Semi-Furnished,870,23500.00,2
0,0,1,Furnished,810,26000.00,2
1,0,0,Unfurnished,680,21000.00,2
0,1,0,Semi-Furnished,800,26000.00,2
1,0,0,Unfurnished,640,20000.00,2
0,0,1,Furnished,1127,25000.00,2
0,1,0,Semi-Furnished,603,8500.00,1
1,0,0,Unfurnished,744,25500.00,2
0,1,0,Semi-Furnished,800,20000.00,2
1,0,0,Unfurnished,738,25200.00,2
1,0,0,Unfurnished,830,19001.00,2
0,0,1,Furnished,671,10000.00,1
0,0,1,Furnished,820,31000.00,2
1,0,0,Unfurnished,750,20000.00,2
